chrom,donor,acceptor,intron_length,read_count
chr1,214792037,214792471,434,10
chr1,214792563,214793997,1434,11
chr1,214794289,214795421,1132,13
chr1,214802514,214803876,1362,9
chr1,214805945,214811208,5263,7
chr1,214811344,214813263,1919,6
chr1,214822170,214825052,2882,14
chr1,214825229,214826170,941,9
chr1,214826332,214828583,2251,7
chr1,214828746,214830275,1529,8
chr1,214830752,214832192,1440,5
chr1,214832371,214836933,4562,5
chr1,215747182,215747415,233,10
chr1,215749317,215751012,1695,5
chr1,218475901,218478369,2468,9
chr1,220142298,220142399,101,11
chr1,220152957,220153426,469,39
chr1,220153582,220154097,515,6
chr1,220154199,220154719,520,8
chr1,220156186,220156530,344,8
chr1,220156740,220157547,807,9
chr1,220157599,220160483,2884,16
chr1,220160746,220161931,1185,19
chr1,220162165,220170324,8159,7
chr1,220170684,220174479,3795,9
chr1,220174597,220178589,3992,7
chr1,220178702,220179447,745,14
chr1,220179655,220180543,888,14
chr1,220180680,220184287,3607,17
chr1,220191850,220192336,486,6
chr1,220192421,220193329,908,7
chr1,220195860,220197605,1745,13
chr1,220197798,220198473,675,9
chr1,220198600,220203727,5127,7
chr1,220203822,220205728,1906,7
chr1,220205868,220206843,975,12
chr1,220273991,220275470,1479,6
chr1,220332763,220335539,2776,5
chr1,222824053,222824134,81,6
chr1,222826681,222827584,903,6
chr1,222832999,222833075,76,6
chr1,222833143,222833247,104,5
chr1,222897506,222898791,1285,6
chr1,222904858,222905969,1111,6
chr1,224505632,224514092,8460,5
chr1,224577562,224581529,3967,5
chr1,224585928,224586216,288,11
chr1,225140481,225142660,2179,11
chr1,225142800,225147854,5054,5
chr1,225148004,225152180,4176,8
chr1,225152311,225155132,2821,6
chr1,225974687,225976941,2254,9
chr1,226034633,226034734,101,7
chr1,226036713,226037612,899,6
chr1,226041492,226043578,2086,5
chr1,226173224,226175596,2372,13
chr1,226176089,226178943,2854,6
chr1,226334522,226340035,5513,5
chr1,226558218,226561926,3708,5
chr1,226566975,226567273,298,7
chr1,226567342,226567622,280,8
chr1,226573381,226574026,645,6
chr1,226574143,226576356,2213,23
chr1,226576456,226578110,1654,13
chr1,226578325,226579899,1574,9
chr1,226580015,226589914,9899,7
chr1,227262065,227268593,6528,7
chr1,227268718,227279586,10868,7
chr1,227279692,227288692,9000,12
chr1,227288940,227300012,11072,10
chr1,227300614,227307504,6890,8
chr1,227307638,227316809,9171,9
chr1,227316932,227327276,10344,9
chr1,227387353,227400836,13483,9
chr1,227400920,227441764,40844,12
chr1,228285153,228285291,138,6
chr1,228285416,228285552,136,12
chr1,228288955,228289039,84,6
chr1,228335245,228335315,70,5
chr1,229577787,229580660,2873,5
chr1,231361269,231362484,1215,5
chr1,231406746,231408057,1311,5
chr1,231409808,231410966,1158,8
chr1,231411244,231411880,636,5
chr1,234509424,234509975,551,5
chr1,235275423,235277082,1659,8
chr1,235283214,235285640,2426,8
chr1,235285687,235291909,6222,8
chr1,235316080,235318195,2115,6
chr1,235324382,235324488,106,6
chr1,235338714,235341114,2400,8
chr1,235359430,235377083,17653,6
chr1,235388090,235392545,4455,7
chr1,235605197,235606166,969,7
chr1,236717039,236717897,858,5
chr1,236723137,236724524,1387,6
chr1,236727961,236729218,1257,7
chr1,236730176,236732295,2119,6
chr1,236735854,236736024,170,8
chr1,236990196,236992488,2292,7
chr1,237001899,237013643,11744,6
chr1,237025643,237026753,1110,5
chr1,237052636,237054432,1796,5
chr1,237060418,237060857,439,10
chr1,241675443,241676902,1459,5
chr1,242035580,242042050,6470,10
chr1,244574738,244579282,4544,6
chr1,244579380,244580929,1549,5
chr1,244581054,244582061,1007,9
chr1,244855322,244868857,13535,6
chr1,245005360,245005496,136,7
chr1,245005560,245006342,782,6
chr1,245008646,245009905,1259,8
chr1,245017805,245018274,469,36
chr1,245018346,245018725,379,14
chr1,245018910,245019205,295,34
chr1,245019460,245019758,298,24
chr1,245019927,245020029,102,27
chr1,245020158,245020899,741,17
chr1,245021019,245021312,293,33
chr1,245021576,245022030,454,12
chr1,245022143,245022576,433,23
chr1,245022676,245023636,960,11
chr1,245023776,245025762,1986,7
chr1,245025836,245025920,84,45
chr1,245026032,245026975,943,21
chr1,245026032,245026918,886,8
chr1,246027188,246078831,51643,5
chr1,247004300,247005995,1695,5
chr1,247021116,247024200,3084,5
chr1,248028237,248031146,2909,5
chr1,248031169,248031264,95,6
chr1,249144715,249144880,165,7
chr1,249144980,249148135,3155,5
chr1,249149657,249149756,99,5
chr10,875534,875620,86,6
chr10,1053068,1054897,1829,6
chr10,1054975,1055468,493,12
chr10,1056460,1058404,1944,8
chr10,1060252,1061692,1440,6
chr10,1061836,1063014,1178,5
chr10,1087444,1088571,1127,7
chr10,5808115,5808203,88,7
chr10,5808258,5808456,198,11
chr10,5810347,5815804,5457,9
chr10,5836982,5838725,1743,9
chr10,5838825,5842560,3735,7
chr10,6139151,6143233,4082,5
chr10,6147060,6148103,1043,17
chr10,6148201,6150648,2447,6
chr10,6156110,6157201,1091,5
chr10,6157274,6157415,141,7
chr10,7839141,7840952,1811,6
chr10,7844388,7844720,332,10
chr10,7848973,7849621,648,5
chr10,11985167,11990367,5200,5
chr10,12043824,12046528,2704,5
chr10,12071523,12077057,5534,6
chr10,13161040,13164384,3344,6
chr10,13168039,13169744,1705,6
chr10,15831318,15838098,6780,5
chr10,17275681,17275768,87,6
chr10,17275930,17276691,761,6
chr10,17276817,17277167,350,8
chr10,17278378,17279228,850,6
chr10,17730172,17735220,5048,5
chr10,17735311,17737047,1736,6
chr10,22019983,22021827,1844,7
chr10,22171368,22193450,22082,6
chr10,22217481,22217968,487,5
chr10,22607235,22607581,346,5
chr10,22616987,22617062,75,6
chr10,22617108,22617528,420,7
chr10,22618057,22618141,84,5
chr10,22839701,22856779,17078,5
chr10,27405062,27405147,85,6
chr10,27405274,27406504,1230,5
chr10,27406656,27408222,1566,5
chr10,27409476,27410314,838,6
chr10,27411902,27412475,573,8
chr10,27444541,27447477,2936,7
chr10,27821508,27822663,1155,6
chr10,28878780,28879648,868,7
chr10,28879761,28884661,4900,5
chr10,30602900,30604891,1991,5
chr10,30605139,30611319,6180,5
chr10,30629379,30630396,1017,5
chr10,32197854,32199452,1598,5
chr10,32300444,32304436,3992,8
chr10,32307084,32307243,159,6
chr10,32307315,32307429,114,8
chr10,32307490,32308785,1295,7
chr10,32308887,32309949,1062,11
chr10,32310059,32310153,94,5
chr10,32310215,32311067,852,12
chr10,32311964,32317355,5391,9
chr10,32320207,32321633,1426,5
chr10,32321702,32322772,1070,10
chr10,32322966,32323617,651,11
chr10,32324922,32326181,1259,6
chr10,32327146,32327705,559,5
chr10,32328359,32329311,952,8
chr10,33200598,33200813,215,7
chr10,33209012,33209172,160,6
chr10,33215037,33217021,1984,5
chr10,33217192,33218749,1557,12
chr10,35338693,35343361,4668,5
chr10,35805551,35814891,9340,6
chr10,35814927,35818900,3973,6
chr10,35842113,35854950,12837,5
chr10,38122044,38126544,4500,5
chr10,43883384,43890077,6693,9
chr10,51582272,51582795,523,8
chr10,51585599,51586270,671,7
chr10,58118708,58119236,528,6
chr10,60146098,60147949,1851,6
chr10,60150620,60154117,3497,5
chr10,60154174,60154687,513,8
chr10,62539960,62544462,4502,13
chr10,62544619,62545421,802,9
chr10,62551811,62551905,94,8
chr10,62552047,62553634,1587,8
chr10,64945413,64945974,561,6
chr10,64950868,64952697,1829,7
chr10,64974911,64975022,111,8
chr10,69750772,69750896,124,6
chr10,70097090,70097614,524,10
chr10,70097753,70098259,506,23
chr10,70098444,70098896,452,8
chr10,70098983,70099196,213,29
chr10,70101066,70101341,275,12
chr10,70101437,70101515,78,16
chr10,70101608,70101734,126,23
chr10,70182361,70182453,92,6
chr10,70334009,70360737,26728,10
chr10,70412351,70426801,14450,6
chr10,70446464,70450564,4100,6
chr10,70500418,70502132,1714,5
chr10,70509022,70509280,258,10
chr10,70520949,70525644,4695,14
chr10,70531202,70532744,1542,17
chr10,70532856,70545892,13036,11
chr10,70545975,70546302,327,22
chr10,70546449,70547683,1234,7
chr10,70547804,70547899,95,11
chr10,70548085,70549466,1381,18
chr10,70549672,70550963,1291,7
chr10,70661227,70666466,5239,8
chr10,70716068,70719561,3493,35
chr10,70720005,70721837,1832,22
chr10,70721913,70723046,1133,6
chr10,70726959,70728731,1772,8
chr10,70730106,70731646,1540,7
chr10,70733420,70734425,1005,13
chr10,70734499,70737284,2785,9
chr10,70738732,70741292,2560,10
chr10,70741337,70742298,961,7
chr10,70884036,70892653,8617,5
chr10,70922268,70925797,3529,7
chr10,70928387,70930911,2524,9
chr10,70955021,70956747,1726,5
chr10,71075770,71103582,27812,5
chr10,71119801,71124538,4737,6
chr10,71124658,71128291,3633,9
chr10,71128387,71128992,605,11
chr10,71129092,71129196,104,7
chr10,71142547,71144088,1541,5
chr10,71149052,71151880,2828,5
chr10,71912348,71913593,1245,18
chr10,71969046,71969313,267,15
chr10,71973345,71974255,910,6
chr10,71974342,71977567,3225,9
chr10,73577233,73578373,1140,8
chr10,73580092,73581632,1540,6
chr10,73585650,73587770,2120,6
chr10,73588834,73590882,2048,7
chr10,73591008,73591602,594,6
chr10,74311099,74322652,11553,6
chr10,74769661,74770726,1065,9
chr10,74770795,74773981,3186,7
chr10,74774047,74776603,2556,12
chr10,74776653,74790024,13371,12
chr10,74803715,74806682,2967,5
chr10,74806859,74810810,3951,6
chr10,74811007,74813108,2101,13
chr10,74831938,74833488,1550,26
chr10,74833585,74834565,980,15
chr10,74834673,74856523,21850,9
chr10,75003277,75003600,323,10
chr10,75003687,75005679,1992,11
chr10,75005934,75006445,511,5
chr10,75143103,75143334,231,5
chr10,75143448,75147446,3998,5
chr10,75230967,75231225,258,5
chr10,75830578,75830732,154,5
chr10,75830841,75832487,1646,5
chr10,75849956,75854028,4072,9
chr10,76989459,76990655,1196,5
chr10,79764646,79767459,2813,6
chr10,79793662,79795109,1447,23
chr10,79795175,79795268,93,43
chr10,79795478,79796951,1473,246
chr10,79797062,79800372,3310,226
chr10,79797062,79799961,2899,108
chr10,79799983,79800372,389,139
chr10,81917781,81918855,1074,6
chr10,85841353,85841652,299,12
chr10,85901385,85902410,1025,9
chr10,88203120,88205998,2878,6
chr10,88218822,88220155,1333,5
chr10,88232101,88232368,267,5
chr10,88233730,88256957,23227,6
chr10,89048252,89086386,38134,5
chr10,89690846,89692769,1923,6
chr10,91469218,91469683,465,5
chr10,91479463,91483720,4257,6
chr10,91492813,91497143,4330,5
chr10,91511228,91512323,1095,6
chr10,91514430,91518462,4032,7
chr10,91522592,91528046,5454,8
chr10,93008481,93011048,2567,5
chr10,93711323,93713493,2170,6
chr10,93713630,93716284,2654,5
chr10,93719039,93719541,502,11
chr10,93741549,93741839,290,5
chr10,93749337,93751875,2538,8
chr10,94353209,94366021,12812,8
chr10,94376589,94381141,4552,5
chr10,94381230,94388564,7334,5
chr10,94397302,94399550,2248,6
chr10,94399657,94405119,5462,5
chr10,95441355,95443812,2457,5
chr10,96114850,96116291,1441,5
chr10,98282087,98286969,4882,5
chr10,98303963,98307651,3688,7
chr10,98311168,98312684,1516,13
chr10,98325183,98336390,11207,6
chr10,99123660,99125864,2204,5
chr10,102107288,102107820,532,6
chr10,102114389,102116288,1899,6
chr10,103541389,103541483,94,5
chr10,103557911,103558598,687,11
chr10,103560157,103563491,3334,7
chr10,103567658,103569940,2282,5
chr10,103572884,103573311,427,16
chr10,103573363,103577580,4217,8
chr10,103868934,103869140,206,5
chr10,103917971,103918949,978,7
chr10,103919065,103919189,124,8
chr10,103919781,103919989,208,5
chr10,103920850,103921312,462,9
chr10,103921419,103921589,170,11
chr10,103921682,103921867,185,10
chr10,104209779,104209943,164,7
chr10,105152040,105152127,87,11
chr10,105160285,105162874,2589,5
chr10,105761330,105761929,599,6
chr10,105778666,105779491,825,6
chr10,111884032,111885583,1551,5
chr10,112054045,112054985,940,5
chr10,112055139,112057324,2185,12
chr10,112340779,112341680,901,8
chr10,112342400,112343141,741,5
chr10,112343306,112343598,292,6
chr10,112343720,112343940,220,14
chr10,112344154,112349362,5208,6
chr10,112349466,112349649,183,5
chr10,112349749,112350169,420,12
chr10,112356308,112357896,1588,6
chr10,112358048,112359411,1363,6
chr10,112641293,112642760,1467,5
chr10,112642855,112645010,2155,5
chr10,112647644,112649290,1646,9
chr10,112649388,112650313,925,5
chr10,112655845,112657785,1940,8
chr10,118687402,118689359,1957,5
chr10,118708508,118711419,2911,6
chr10,120796821,120797749,928,37
chr10,120797951,120801505,3554,8
chr10,120802284,120803565,1281,8
chr10,120803654,120809312,5658,8
chr10,120809497,120810032,535,7
chr10,120810833,120816251,5418,13
chr10,120816365,120816447,82,13
chr10,120816552,120817467,915,7
chr10,120817815,120818723,908,5
chr10,121275164,121285543,10379,7
chr10,121341735,121341970,235,7
chr10,121691830,121692516,686,5
chr10,126086671,126089408,2737,11
chr10,126091624,126092366,742,9
chr10,126097206,126097309,103,11
chr10,126097534,126100541,3007,17
chr10,127503699,127504745,1046,13
chr10,127512291,127515159,2868,9
chr10,127522515,127529823,7308,5
chr10,129897519,129899521,2002,9
chr10,129908797,129909908,1111,6
chr10,129910080,129910190,110,8
chr10,129910309,129910396,87,5
chr10,129910709,129911690,981,6
chr10,131973170,131973260,90,7
chr10,131973353,131977605,4252,5
chr10,133784291,133784367,76,6
chr11,292095,292545,450,6
chr11,292677,292885,208,6
chr11,293727,293829,102,6
chr11,576592,581491,4899,5
chr11,601701,605118,3417,5
chr11,610761,610953,192,7
chr11,611082,611633,551,5
chr11,747578,755878,8300,5
chr11,756002,758949,2947,12
chr11,759057,760121,1064,13
chr11,764433,764812,379,5
chr11,810039,810233,194,62
chr11,810357,811596,1239,56
chr11,811645,812534,889,44
chr11,812633,812759,126,122
chr11,1977678,1977771,93,5
chr11,2966876,2972488,5612,10
chr11,2966876,2970456,3580,6
chr11,2970494,2972488,1994,17
chr11,2972545,2973009,464,26
chr11,2973039,2975756,2717,17
chr11,2991164,2992677,1513,11
chr11,2997353,2999513,2160,5
chr11,2999572,3000436,864,6
chr11,3023283,3023770,487,15
chr11,3023830,3026595,2765,14
chr11,3026663,3028108,1445,6
chr11,3735225,3740641,5416,7
chr11,3752808,3756420,3612,7
chr11,3765879,3774545,8666,6
chr11,3793158,3794861,1703,5
chr11,4143450,4144412,962,5
chr11,5274635,5275521,886,7
chr11,5289827,5290683,856,44
chr11,5290906,5291028,122,155
chr11,5368140,5526798,158658,6
chr11,8704363,8704748,385,87
chr11,8704812,8705552,740,34
chr11,8705628,8706264,636,23
chr11,8706439,8707224,785,40
chr11,9225864,9228219,2355,5
chr11,9305140,9308001,2861,21
chr11,9308140,9309248,1108,6
chr11,9316934,9321130,4196,14
chr11,9321248,9335867,14619,5
chr11,9430186,9431474,1288,6
chr11,9442052,9442160,108,6
chr11,9450743,9451220,477,5
chr11,9455183,9455267,84,5
chr11,9463744,9466643,2899,6
chr11,9607074,9607995,921,8
chr11,10819428,10820538,1110,14
chr11,10820660,10820759,99,7
chr11,10820971,10821098,127,9
chr11,10821303,10821636,333,8
chr11,10821895,10821978,83,12
chr11,10822194,10822277,83,6
chr11,10822382,10822508,126,11
chr11,10822634,10823207,573,8
chr11,10823756,10823840,84,7
chr11,10823982,10824576,594,5
chr11,10824841,10825026,185,6
chr11,10825597,10825683,86,9
chr11,10825750,10825833,83,5
chr11,10827594,10828366,772,7
chr11,10828432,10828801,369,5
chr11,10828928,10830251,1323,5
chr11,11954663,11955377,714,5
chr11,13749230,13750158,928,5
chr11,14479429,14480077,648,11
chr11,14481843,14482731,888,10
chr11,14482877,14486456,3579,6
chr11,14486576,14487827,1251,10
chr11,14490406,14490881,475,15
chr11,14497491,14498464,973,14
chr11,14502451,14502535,84,5
chr11,14502643,14504577,1934,6
chr11,14535245,14535362,117,8
chr11,16766231,16769643,3412,10
chr11,16769704,16774331,4627,11
chr11,17096013,17096643,630,9
chr11,17096744,17097000,256,48
chr11,17097170,17098714,1544,16
chr11,17098793,17098975,182,11
chr11,17099024,17099165,141,17
chr11,17115932,17118603,2671,5
chr11,17132108,17134120,2012,5
chr11,17317758,17323290,5532,7
chr11,17331222,17332371,1149,6
chr11,17332557,17332739,182,12
chr11,17333667,17336932,3265,6
chr11,18357493,18359655,2162,5
chr11,18416183,18418365,2182,6
chr11,18418515,18420977,2462,19
chr11,18421095,18422383,1288,23
chr11,18422557,18424386,1829,9
chr11,18424560,18425240,680,26
chr11,18425358,18426995,1637,112
chr11,18427119,18428663,1544,23
chr11,22844679,22848752,4073,7
chr11,22848866,22849369,503,5
chr11,27523467,27528262,4795,13
chr11,28119540,28129610,10070,7
chr11,32605475,32608557,3082,9
chr11,32608690,32610139,1449,9
chr11,32610278,32610557,279,5
chr11,32611187,32615411,4224,7
chr11,32616559,32617511,952,18
chr11,32617593,32622234,4641,14
chr11,32622378,32623307,929,9
chr11,32623368,32623824,456,15
chr11,32977667,32979414,1747,6
chr11,33163308,33163430,122,13
chr11,33163532,33182844,19312,20
chr11,34074183,34093272,19089,6
chr11,34093335,34093447,112,10
chr11,34093534,34097782,4248,16
chr11,34101312,34104371,3059,6
chr11,34104424,34104501,77,10
chr11,34104588,34107610,3022,9
chr11,34107960,34110941,2981,6
chr11,34111836,34112075,239,6
chr11,34113603,34118025,4422,8
chr11,34118843,34119244,401,5
chr11,34119308,34120849,1541,6
chr11,34165075,34167630,2555,6
chr11,34904363,34904883,520,6
chr11,43351608,43352057,449,5
chr11,43421598,43422995,1397,6
chr11,43465134,43465605,471,7
chr11,46403308,46403606,298,5
chr11,46404011,46404136,125,7
chr11,46404298,46405018,720,10
chr11,46766127,46771823,5696,10
chr11,46771983,46772077,94,15
chr11,46772161,46772667,506,14
chr11,46772805,46772895,90,10
chr11,46774260,46774859,599,7
chr11,46780593,46780818,225,7
chr11,46780992,46782161,1169,7
chr11,46785180,46786680,1500,13
chr11,46786806,46789124,2318,5
chr11,46789213,46791512,2299,6
chr11,46792532,46797804,5272,8
chr11,46799863,46800009,146,7
chr11,46800149,46801743,1594,9
chr11,46804918,46806037,1119,7
chr11,46811736,46812019,283,14
chr11,46817326,46818361,1035,8
chr11,46822854,46829580,6726,11
chr11,46829694,46830949,1255,14
chr11,46831050,46831291,241,7
chr11,46831424,46832556,1132,10
chr11,46832728,46837748,5020,11
chr11,46837955,46839860,1905,20
chr11,46840054,46842725,2671,22
chr11,47447501,47447755,254,6
chr11,47648679,47650504,1825,5
chr11,47653263,47656223,2960,5
chr11,47739064,47741480,2416,7
chr11,47741638,47744527,2889,12
chr11,47744868,47745579,711,6
chr11,47755681,47758167,2486,9
chr11,47765715,47767607,1892,5
chr11,47767946,47772467,4521,5
chr11,47823482,47824989,1507,7
chr11,47839676,47840925,1249,5
chr11,57093952,57094176,224,11
chr11,57094363,57094899,536,8
chr11,57094988,57095185,197,16
chr11,57095356,57095770,414,8
chr11,57509719,57510334,615,5
chr11,57563201,57563928,727,5
chr11,57573507,57574386,879,6
chr11,57576938,57577580,642,6
chr11,57578958,57581782,2824,7
chr11,58377512,58377770,258,5
chr11,58378527,58379076,549,10
chr11,58379211,58379750,539,21
chr11,58379801,58380234,433,9
chr11,59344192,59344277,85,7
chr11,59420491,59421455,964,5
chr11,59556420,59557991,1571,5
chr11,61070627,61071336,709,5
chr11,61071507,61076454,4947,5
chr11,61081958,61083756,1798,6
chr11,61558074,61560027,1953,6
chr11,61569934,61570272,338,5
chr11,61570931,61571141,210,7
chr11,61571239,61572156,917,7
chr11,61572233,61574135,1902,10
chr11,61574196,61578222,4026,7
chr11,61578351,61578445,94,10
chr11,61580140,61580714,574,5
chr11,61732363,61732458,95,28
chr11,61732584,61732840,256,34
chr11,61732987,61734783,1796,8
chr11,61912563,61912640,77,5
chr11,61916026,61916210,184,7
chr11,62303570,62303940,370,11
chr11,62327309,62327540,231,12
chr11,62327665,62327753,88,12
chr11,62334482,62334870,388,38
chr11,62335000,62338436,3436,10
chr11,62338580,62339011,431,32
chr11,62339154,62339309,155,31
chr11,62339373,62340055,682,26
chr11,62340214,62341302,1088,23
chr11,62361512,62361730,218,6
chr11,62363579,62363750,171,5
chr11,62365613,62365798,185,8
chr11,62365862,62365993,131,6
chr11,62400743,62400916,173,6
